timestamp,author,user_id,review_text,rating
04/01/2024 02:21:44,Anwar Md Hossain,102007699294378549343,5,"Pennypack Park is a treasured green space in Northeast Philadelphia, offering a serene escape from urban life. Spanning over 1,600 acres, the park is named after the Lenni Lenape word for “slow-moving water,” reflecting the tranquil flow of Pennypack Creek that meanders through the park. Established in 1905, it features a diverse landscape of woodlands, meadows, and wetlands, providing a habitat for a variety of wildlife. Visitors can enjoy miles of trails for hiking, biking, and horseback riding, including paths that lead to historic bridges like the Frankford Avenue Bridge, the oldest surviving roadway bridge in the United States. With its rich history and natural beauty, Pennypack Park is a beloved destination for outdoor enthusiasts and history buffs alike."
03/17/2024 22:40:08,Dr. Joseph Rhyanes,109146086803747822329,5,Nice trails and family outings
03/06/2024 10:14:59,alex johnson,117165572540055706273,4,"trash cans need attention, but it is a very big park with lots of visitors. we will definitely go back."
02/28/2024 00:03:48,Wong “Blackie” Nega,115135331605088846281,5,Someday I just wanna lay down like God did on Sunday
02/09/2024 22:50:45,William Kuehn,111191645791852609673,5,Beautiful place
12/22/2023 04:03:51,Angela Z-Frace,111469160998419516757,4,"It's my hiking group's favorite trail to go for a long hike when we go to Philly area. But some parts of the trail can be very muddy after some rains.

The trails runs mostly along the Pennypack Creek, which can cause flooding after heavy rains. And there are a lot of parking lots along the trail. Many more f them have picnic areas. Some have pavilions. They are also good places to go for water fun during summer."
12/07/2023 04:17:15,Jerrymellooficial,116549747692417821088,5,
11/20/2023 20:37:07,Charles Donaldson,106549620591070583287,2,"Grocery Outlet. Been meaning to check out this place. Claims of lower prices on name brands. It does not
Not only that they not well stocked
Monday before Thanksgiving no turkey gravy only chicken gravey. Aldi doesn't carry name brands,but they have a better selection of everything. Not worth the trip"
11/14/2023 15:21:02,Christopher B. Gotti,109544651507517500032,5,Beautiful park and ALOT of things to do. Also cruising spots for gay men
11/11/2023 20:51:03,Eek,106011995287527781560,4,"I have been coming to pennypack all my life. I've brought my children  here many times to view nature, get exercise, fishing, and cycling. I also attended musical events in the summer months. I highly recommend coming here."
11/08/2023 04:47:12,Talha Mahmud,103704550006186961489,5,
10/28/2023 01:27:53,james byler,110679986465680117637,5,"This is like valley green but the opposite side of philly, beautiful."
10/25/2023 19:32:27,Nicole Mathew,114727156234398625968,5,
10/03/2023 14:55:33,Santa Romero,106596216093086253208,5,
09/23/2023 12:42:31,Ibrahim salami,105245439513482582766,5,Very nice park for family outings.
09/17/2023 11:06:25,Kerllen Santos,100973197676967661155,4,
09/15/2023 11:07:14,Tiago Raicherdt,112213838344317838450,4,"I really like going to Pennypack park. I live next to the reserve and often go with my family, dogs, MTB and run. Very beautiful park! Unfortunately, on weekends and holidays people have been partying by the creek and leaving a huge amount of rubbish. Little by little, what was beautiful has become a real and sad scene! I would like to ask the community for help in making reports to capable authorities. Let’s take care of nature for us and next generation."
08/01/2023 00:33:53,Jose Figuereo,114350942289198906122,5,
07/30/2023 14:40:20,vova sknar,115534363717170279524,3,Не дуже
07/22/2023 22:52:27,Ronald Crousset saldivar,115710488221017609918,3,
07/20/2023 21:39:50,sislei alves,101179866634874746468,5,
07/19/2023 21:24:03,Flam B,110683482747870604251,5,It’s beautiful
07/18/2023 16:35:28,Ania Stacey,111820750808514970473,5,"I love Pennypack. I am there almost every day. My kids grew up coming to this park and we have a lot of fond memories. It’s a shame that the signs get vandalized on occasion but that’s city life I suppose. We love the creek and my dog who is no longer with us used to love playing catch in the water. The 2 main trails of of Rhawn Street entrance are great! We alternate walking between the 2. The upper is my favorite, because it’s very shaded so you can walk even in the worst heat and not really be subjected to the sun."
07/18/2023 14:12:37,J.WOrellana,103153742356647486793,5,Me encanta ir hacer deporte a éste parque!🥰🥰🥰sencillamente hermoso!
07/09/2023 15:56:39,Frankie Rothstein (GreaterMinds),103355884638364760338,5,"This park is huge and is a great place for walks, bike rides, hikes or taking your pets."
07/09/2023 15:21:02,Z Q,106174379394214678021,5,
07/08/2023 12:43:43,Nadia Worthington,104587937726439429390,5,
06/25/2023 23:19:03,Alfredo Gonzalez Green,115546019246249312519,5,
