timestamp,author,user_id,review_text,rating
04/02/2024 05:38:14,Kevin Harrison (The G.O. Team 215),112797727540783090819,5,The sanctuary..❤️
03/23/2024 22:38:11,Dawn Jozwiak,107956192729717081772,5,
02/20/2024 08:40:51,Mercedes,110748808822416779542,4,"2 years ago I wrote about how they should fix the playground up for the children and well it's been completely done over. The playground is beautiful. Hopefully, they fix the basketball courts which are very neglected which are around Cobbs Creek & Christian Sts."
02/19/2024 19:35:25,aweeitsnaven,101721136818234110596,5,
02/11/2024 15:22:29,Tariq Elsheikh,104631602887766949091,5,
02/06/2024 01:04:20,Chef E,101235987008278321606,5,
01/27/2024 20:22:51,Chris Sterling,105932306958136695961,5,
01/12/2024 13:32:28,Samantha Ryder,111455922185789962996,5,
01/09/2024 13:25:41,Leroy Prince,102565260160377974439,4,Stop off too a fruit stand too get fruit.
01/07/2024 19:07:39,Wilson Onimus,109814351131582436644,3,
12/27/2023 23:28:46,tyrone shoelace,104397017549263228225,5,
12/22/2023 21:13:38,Xandra,101308245900030275934,3,I'm here in winter. I think it's kind of ugly and I hate the lack of crosswalks.
12/19/2023 21:28:09,J. Kelvin Fallah,101024283675857764581,5,Beautiful place to be
12/05/2023 13:45:33,Leo,107797050959179623079,5,
11/19/2023 23:44:56,Kimberly David,100418980300622792236,3,Park needs improvement.
11/13/2023 00:32:04,Ken Tassia,108041867485180198447,5,
11/08/2023 21:48:23,Melody R Dixon,116641991668325406363,5,"Always  clean,  children  play nicely."
10/30/2023 19:13:44,christopher noble,107973900907254683411,5,
10/14/2023 15:52:02,Marcus Owens,114942063903092329308,5,
10/14/2023 01:45:32,Anwar Md Hossain,102007699294378549343,5,"Cobbs Creek Park in Philadelphia, specifically the area around 63rd Street, is a hidden gem that offers a serene escape from the hustle and bustle of the city. The park's lush greenery and winding creek create a peaceful atmosphere perfect for a leisurely stroll or a picnic. The well-maintained trails are great for hiking or biking, and the scenic views make for an enjoyable outdoor experience. Plus, the park often hosts community events and activities, fostering a sense of togetherness among locals. It's a must-visit for anyone seeking a tranquil urban oasis."
10/03/2023 18:46:38,Kay Williams,102458709509762198018,4,
09/29/2023 03:07:43,keith Holmes,103520672571232732486,5,
09/27/2023 21:47:13,Lahaj Badie,105004890536073648153,5,
09/26/2023 02:24:54,ATILLA THE BIG CATT,109974883422622307202,5,
09/24/2023 10:51:21,Nicole Newman,104574575848046563529,4,One of my favorite places to destress when I can't make it up to Valley Green
09/22/2023 20:15:57,Jasmine Harris,111012202853836664654,5,Beware of spider webs 💯💯💯
09/22/2023 16:04:16,Ramon Nunez,108152695783552078191,5,
09/17/2023 19:23:05,Angela Ford-Jones,102482141375694026346,5,
09/15/2023 13:58:36,chanell vest,116572791486954069421,5,had an awesome time with community outreach
09/14/2023 03:16:57,Achol Michael,108919192363301537136,1,
09/12/2023 14:59:08,Mfalme King,117956934758532009442,5,
09/04/2023 22:06:51,Denise,110586286671588211322,5,
09/04/2023 12:48:18,Tee Porter,100740397443129236348,5,
09/03/2023 13:46:04,Rozalind Brown,111830514299107781520,5,
09/01/2023 11:28:23,Taleeya G,114427300447032544625,5,It’s beautiful
08/29/2023 10:42:01,Robert B. White Jr.,103730837340371087091,5,
08/23/2023 15:07:33,Curt Edmond,108806969364993183617,5,
08/22/2023 22:32:40,Monique Harris,114266452054364549946,5,
08/20/2023 20:34:47,Verdia Marie,107506924361206511705,5,Great bike ride
08/19/2023 22:09:44,"oliver matthews,jr",109766861482253477451,3,Needs to have park cleaned daily. Pickup furniture and mattresses on the payments.
08/19/2023 17:00:13,Chris Hayes,115960704298066669808,5,Good & Safe Family Fun
08/18/2023 22:20:33,Joyce Brysnt,108643758670551478152,4,
08/18/2023 20:15:46,Roderick Wortham,110894607935422684037,5,"Cobbs Creek is my most favorite place to be in the entire world. A big wooded area where the parks and recreations were built along the creek that flows through. The park is awesome, the trails are great, and you can get lost in the natural scenery. Huge location too so you can always find a spot to chill, grill, play basketball, walk, hike, or whatever else floats your boat. Highly recommended."
08/18/2023 19:59:01,samantha W,117473695808725084470,5,
08/18/2023 19:57:44,soo Amazing_46,113593828400128231216,5,
08/13/2023 00:41:15,Kevin Prosser,114181050692478217121,4,
08/10/2023 19:47:45,Carol Smith-Heigler,113601168361693603796,4,Very nice playground for 12 & under.
08/09/2023 16:09:47,Allen Ray,112612104076619809114,5,Had fun
08/06/2023 15:43:10,Demetrius Batts (Romeo),111403166692406880919,3,
